Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
17/10/1991;null;null;null;null;null;null
18/10/1991;null;null;null;null;null;null
19/10/1991;null;null;null;null;null;null
20/10/1991;null;null;null;null;null;null
21/10/1991;null;null;null;null;null;null
22/10/1991;null;null;null;null;null;null
23/10/1991;null;null;null;null;null;null
24/10/1991;null;null;null;null;null;null
25/10/1991;null;null;null;null;null;null
26/10/1991;null;null;null;null;null;null
27/10/1991;null;null;null;null;null;null
28/10/1991;null;null;null;null;null;null
29/10/1991;null;null;null;null;null;null
30/10/1991;null;null;null;null;null;null
31/10/1991;null;null;null;null;null;null
01/11/1991;0;null;null;null;null;null
02/11/1991;0;null;null;null;null;null
03/11/1991;0;null;null;null;null;null
04/11/1991;1.2;null;null;null;null;null
05/11/1991;1.7;null;null;null;null;null
06/11/1991;1.8;null;null;null;null;null
07/11/1991;2;null;null;null;null;null
08/11/1991;2.3;null;null;null;null;null
09/11/1991;2.3;null;null;null;null;null
10/11/1991;1.3;null;null;null;null;null
11/11/1991;1.8;null;null;null;null;null
12/11/1991;1.5;null;null;null;null;null
13/11/1991;1.6;null;null;null;null;null
14/11/1991;1;null;null;null;null;null
15/11/1991;1.4;null;null;null;null;null
16/11/1991;1.6;null;null;null;null;null
17/11/1991;4.5;null;null;null;null;null
18/11/1991;2.9;null;null;null;null;null
19/11/1991;2.3;null;null;null;null;null
20/11/1991;3.7;null;null;null;null;null
21/11/1991;3.6;null;null;null;null;null
22/11/1991;4.8;null;null;null;null;null
23/11/1991;5.4;null;null;null;null;null
24/11/1991;6.3;null;null;null;null;null
25/11/1991;0;null;null;null;null;null
26/11/1991;2.3;null;null;null;null;null
27/11/1991;3.1;null;null;null;null;null
28/11/1991;2.6;null;null;null;null;null
29/11/1991;3.3;null;null;null;null;null
30/11/1991;4;null;null;null;null;null
01/12/1991;4.5;null;null;null;null;null
02/12/1991;5.3;null;null;null;null;null
03/12/1991;2.1;null;null;null;null;null
04/12/1991;2.7;null;null;null;null;null
05/12/1991;2.5;null;null;null;null;null
06/12/1991;2.5;null;null;null;null;null
07/12/1991;2.7;null;null;null;null;null
08/12/1991;1.6;null;null;null;null;null
09/12/1991;2.2;null;null;null;null;null
10/12/1991;2;null;null;null;null;null
11/12/1991;3.9;null;null;null;null;null
12/12/1991;2.4;null;null;null;null;null
13/12/1991;2.5;null;null;null;null;null
14/12/1991;3.8;null;null;null;null;null
15/12/1991;2.2;null;null;null;null;null
16/12/1991;2.2;null;null;null;null;null
17/12/1991;2.9;null;null;null;null;null
18/12/1991;2.6;null;null;null;null;null
19/12/1991;2.6;null;null;null;null;null
20/12/1991;2.8;null;null;null;null;null
21/12/1991;2.8;null;null;null;null;null
22/12/1991;1.7;null;null;null;null;null
23/12/1991;2;null;null;null;null;null
24/12/1991;2.1;null;null;null;null;null
25/12/1991;2;null;null;null;null;null
26/12/1991;1.8;null;null;null;null;null
27/12/1991;1.6;null;null;null;null;null
28/12/1991;1.8;null;null;null;null;null
29/12/1991;1.7;null;null;null;null;null
30/12/1991;1.8;null;null;null;null;null
31/12/1991;1.8;null;null;null;null;null
01/01/1992;null;null;null;null;null;null
02/01/1992;null;null;null;null;null;null
03/01/1992;null;null;null;null;null;null
04/01/1992;null;null;null;null;null;null
05/01/1992;null;null;null;null;null;null
06/01/1992;null;null;null;null;null;null
07/01/1992;null;null;null;null;null;null
08/01/1992;null;null;null;null;null;null
09/01/1992;null;null;null;null;null;null
10/01/1992;null;null;null;null;null;null
11/01/1992;null;null;null;null;null;null
12/01/1992;null;null;null;null;null;null
13/01/1992;null;null;null;null;null;null
14/01/1992;null;null;null;null;null;null
15/01/1992;null;null;null;null;null;null
16/01/1992;null;null;null;null;null;null
17/01/1992;null;null;null;null;null;null
18/01/1992;null;null;null;null;null;null
19/01/1992;null;null;null;null;null;null
20/01/1992;null;null;null;null;null;null
21/01/1992;null;null;null;null;null;null
22/01/1992;null;null;null;null;null;null
23/01/1992;null;null;null;null;null;null
24/01/1992;null;null;null;null;null;null
25/01/1992;null;null;null;null;null;null
26/01/1992;null;null;null;null;null;null
27/01/1992;null;null;null;null;null;null
28/01/1992;null;null;null;null;null;null
29/01/1992;null;null;null;null;null;null
30/01/1992;null;null;null;null;null;null
31/01/1992;null;null;null;null;null;null
01/02/1992;null;null;null;null;null;null
02/02/1992;null;null;null;null;null;null
03/02/1992;null;null;null;null;null;null
04/02/1992;null;null;null;null;null;null
05/02/1992;null;null;null;null;null;null
06/02/1992;null;null;null;null;null;null
07/02/1992;null;null;null;null;null;null
08/02/1992;null;null;null;null;null;null
09/02/1992;null;null;null;null;null;null
10/02/1992;null;null;null;null;null;null
11/02/1992;null;null;null;null;null;null
12/02/1992;null;null;null;null;null;null
13/02/1992;null;null;null;null;null;null
14/02/1992;null;null;null;null;null;null
15/02/1992;null;null;null;null;null;null
16/02/1992;null;null;null;null;null;null
17/02/1992;null;null;null;null;null;null
18/02/1992;null;null;null;null;null;null
19/02/1992;null;null;null;null;null;null
20/02/1992;null;null;null;null;null;null
21/02/1992;null;null;null;null;null;null
22/02/1992;null;null;null;null;null;null
23/02/1992;null;null;null;null;null;null
24/02/1992;null;null;null;null;null;null
25/02/1992;null;null;null;null;null;null
26/02/1992;null;null;null;null;null;null
27/02/1992;null;null;null;null;null;null
28/02/1992;null;null;null;null;null;null
29/02/1992;null;null;null;null;null;null
01/03/1992;null;null;null;null;null;null
02/03/1992;null;null;null;null;null;null
03/03/1992;null;null;null;null;null;null
04/03/1992;null;null;null;null;null;null
05/03/1992;null;null;null;null;null;null
06/03/1992;null;null;null;null;null;null
07/03/1992;null;null;null;null;null;null
08/03/1992;null;null;null;null;null;null
09/03/1992;null;null;null;null;null;null
10/03/1992;null;null;null;null;null;null
11/03/1992;null;null;null;null;null;null
12/03/1992;null;null;null;null;null;null
13/03/1992;null;null;null;null;null;null
14/03/1992;null;null;null;null;null;null
15/03/1992;null;null;null;null;null;null
16/03/1992;null;null;null;null;null;null
17/03/1992;null;null;null;null;null;null
18/03/1992;null;null;null;null;null;null
19/03/1992;null;null;null;null;null;null
20/03/1992;null;null;null;null;null;null
21/03/1992;null;null;null;null;null;null
22/03/1992;null;null;null;null;null;null
23/03/1992;null;null;null;null;null;null
24/03/1992;null;null;null;null;null;null
25/03/1992;null;null;null;null;null;null
26/03/1992;null;null;null;null;null;null
27/03/1992;null;null;null;null;null;null
28/03/1992;null;null;null;null;null;null
29/03/1992;null;null;null;null;null;null
30/03/1992;null;null;null;null;null;null
31/03/1992;null;null;null;null;null;null
01/04/1992;null;null;null;null;null;null
02/04/1992;null;null;null;null;null;null
03/04/1992;null;null;null;null;null;null
04/04/1992;null;null;null;null;null;null
05/04/1992;null;null;null;null;null;null
06/04/1992;null;null;null;null;null;null
07/04/1992;null;null;null;null;null;null
08/04/1992;null;null;null;null;null;null
09/04/1992;null;null;null;null;null;null
10/04/1992;null;null;null;null;null;null
11/04/1992;null;null;null;null;null;null
12/04/1992;null;null;null;null;null;null
13/04/1992;null;null;null;null;null;null
14/04/1992;null;null;null;null;null;null
15/04/1992;null;null;null;null;null;null
16/04/1992;null;null;null;null;null;null
17/04/1992;null;null;null;null;null;null
18/04/1992;null;null;null;null;null;null
19/04/1992;null;null;null;null;null;null
20/04/1992;null;null;null;null;null;null
21/04/1992;null;null;null;null;null;null
22/04/1992;null;null;null;null;null;null
23/04/1992;null;null;null;null;null;null
24/04/1992;null;null;null;null;null;null
25/04/1992;null;null;null;null;null;null
26/04/1992;null;null;null;null;null;null
27/04/1992;null;null;null;null;null;null
28/04/1992;null;null;null;null;null;null
29/04/1992;null;null;null;null;null;null
30/04/1992;null;null;null;null;null;null
01/05/1992;null;null;null;null;null;null
02/05/1992;null;null;null;null;null;null
03/05/1992;null;null;null;null;null;null
04/05/1992;null;null;null;null;null;null
05/05/1992;null;null;null;null;null;null
06/05/1992;null;null;null;null;null;null
07/05/1992;null;null;null;null;null;null
08/05/1992;null;null;null;null;null;null
09/05/1992;null;null;null;null;null;null
10/05/1992;null;null;null;null;null;null
11/05/1992;null;null;null;null;null;null
12/05/1992;null;null;null;null;null;null
13/05/1992;null;null;null;null;null;null
14/05/1992;null;null;null;null;null;null
15/05/1992;null;null;null;null;null;null
16/05/1992;null;null;null;null;null;null
17/05/1992;null;null;null;null;null;null
18/05/1992;null;null;null;null;null;null
19/05/1992;null;null;null;null;null;null
20/05/1992;null;null;null;null;null;null
21/05/1992;null;null;null;null;null;null
22/05/1992;null;null;null;null;null;null
23/05/1992;null;null;null;null;null;null
24/05/1992;null;null;null;null;null;null
25/05/1992;null;null;null;null;null;null
26/05/1992;null;null;null;null;null;null
27/05/1992;null;null;null;null;null;null
28/05/1992;null;null;null;null;null;null
29/05/1992;null;null;null;null;null;null
30/05/1992;null;null;null;null;null;null
31/05/1992;null;null;null;null;null;null
01/06/1992;1.5;.3;.3;19.48;90.5;1.766.667
02/06/1992;1.2;5.6;.2;19.92;86;.5
03/06/1992;1.4;5.4;0;20.48;80.5;0
04/06/1992;1.8;6.3;0;20.6;78.25;1.366.667
05/06/1992;1.6;7.6;0;22.2;65.75;.433333
06/06/1992;2.4;.8;0;21.54;76.5;.533333
07/06/1992;1.6;7.2;0;21.48;76.25;.533333
08/06/1992;1.9;6.1;0;19.88;78.5;1.3
09/06/1992;2.1;6;.2;18.84;78.25;1
10/06/1992;2;3.8;0;19.6;81.25;.833333
11/06/1992;1.9;6.9;0;20.46;82.5;.666667
12/06/1992;2.6;4.5;0;19;79.5;2.2
13/06/1992;1.1;3.5;0;17.2;78.5;1.433.333
14/06/1992;3.2;7.1;0;15.72;76.25;1.933.333
15/06/1992;1.3;7.1;0;16.52;67.5;1.6
16/06/1992;2.3;9.4;0;15.4;75.5;1.066.667
17/06/1992;2.1;6.5;0;17.8;67.5;1.366.667
18/06/1992;2.1;1.7;0;17.72;72.5;1.066.667
19/06/1992;2.2;7.1;0;17.1;72;1.866.667
20/06/1992;2.1;4.4;0;19.2;77.75;2.033.333
21/06/1992;1.7;8.7;0;19.38;69.75;1.066.667
22/06/1992;2.2;7.8;0;18.26;77.25;.366667
23/06/1992;3;7.4;0;18.28;74.5;0
24/06/1992;.8;7.3;0;18.08;76.5;.533333
25/06/1992;.7;5.9;0;17.6;73.25;1.366.667
26/06/1992;.8;3.5;0;17.54;79.5;.533333
27/06/1992;.6;9.1;0;17.88;74.25;0
28/06/1992;.8;7.6;0;18.7;74;1.1
29/06/1992;1.2;5.8;0;19.36;78;0
30/06/1992;.9;6;0;20.48;74.25;.533333
01/07/1992;null;null;null;null;null;null
02/07/1992;null;null;null;null;null;null
03/07/1992;null;null;null;null;null;null
04/07/1992;null;null;null;null;null;null
05/07/1992;null;null;null;null;null;null
06/07/1992;null;null;null;null;null;null
07/07/1992;null;null;null;null;null;null
08/07/1992;null;null;null;null;null;null
09/07/1992;null;null;null;null;null;null
10/07/1992;null;null;null;null;null;null
11/07/1992;null;null;null;null;null;null
12/07/1992;null;null;null;null;null;null
13/07/1992;null;null;null;null;null;null
14/07/1992;null;null;null;null;null;null
15/07/1992;null;null;null;null;null;null
16/07/1992;null;null;null;null;null;null
17/07/1992;null;null;null;null;null;null
18/07/1992;null;null;null;null;null;null
19/07/1992;null;null;null;null;null;null
20/07/1992;null;null;null;null;null;null
21/07/1992;null;null;null;null;null;null
22/07/1992;null;null;null;null;null;null
23/07/1992;null;null;null;null;null;null
24/07/1992;null;null;null;null;null;null
25/07/1992;null;null;null;null;null;null
26/07/1992;null;null;null;null;null;null
27/07/1992;null;null;null;null;null;null
28/07/1992;null;null;null;null;null;null
29/07/1992;null;null;null;null;null;null
30/07/1992;null;null;null;null;null;null
31/07/1992;null;null;null;null;null;null
01/08/1992;null;null;null;null;null;null
02/08/1992;null;null;null;null;null;null
03/08/1992;null;null;null;null;null;null
04/08/1992;null;null;null;null;null;null
05/08/1992;null;null;null;null;null;null
06/08/1992;null;null;null;null;null;null
07/08/1992;null;null;null;null;null;null
08/08/1992;null;null;null;null;null;null
09/08/1992;null;null;null;null;null;null
10/08/1992;null;null;null;null;null;null
11/08/1992;null;null;null;null;null;null
12/08/1992;null;null;null;null;null;null
13/08/1992;null;null;null;null;null;null
14/08/1992;null;null;null;null;null;null
15/08/1992;null;null;null;null;null;null
16/08/1992;null;null;null;null;null;null
17/08/1992;null;null;null;null;null;null
18/08/1992;null;null;null;null;null;null
19/08/1992;null;null;null;null;null;null
20/08/1992;null;null;null;null;null;null
21/08/1992;null;null;null;null;null;null
22/08/1992;null;null;null;null;null;null
23/08/1992;null;null;null;null;null;null
24/08/1992;null;null;null;null;null;null
25/08/1992;null;null;null;null;null;null
26/08/1992;null;null;null;null;null;null
27/08/1992;null;null;null;null;null;null
28/08/1992;null;null;null;null;null;null
29/08/1992;null;null;null;null;null;null
30/08/1992;null;null;null;null;null;null
31/08/1992;null;null;null;null;null;null
01/09/1992;2.1;7.4;0;21.68;64.75;null
02/09/1992;2.3;8.3;0;23.12;58.25;null
03/09/1992;2.6;2.9;0;21.6;79;null
04/09/1992;2;0;23.9;20.02;87.25;null
05/09/1992;1.2;0;.6;20.14;87.75;null
06/09/1992;1;0;1;18.44;92.75;null
07/09/1992;.9;.1;45.4;16.32;96;null
08/09/1992;.9;2.5;5.3;17.56;85;null
09/09/1992;1.1;4.6;0;17.8;68.25;null
10/09/1992;1.9;7.7;0;16.92;71.5;null
11/09/1992;null;10.6;0;null;null;.6
12/09/1992;null;null;2.5;null;null;null
13/09/1992;null;null;null;null;null;null
14/09/1992;null;null;null;null;null;null
15/09/1992;null;null;null;null;null;null
16/09/1992;null;null;null;null;null;null
17/09/1992;null;null;null;null;null;null
18/09/1992;null;null;null;null;null;null
19/09/1992;null;null;null;null;null;null
20/09/1992;null;null;null;null;null;null
21/09/1992;null;null;null;null;null;null
22/09/1992;null;null;null;null;null;null
23/09/1992;null;null;null;null;null;null
24/09/1992;null;null;null;null;null;null
25/09/1992;null;null;null;null;null;null
26/09/1992;null;null;null;null;null;null
27/09/1992;null;null;null;null;null;null
28/09/1992;null;null;null;null;null;null
29/09/1992;null;null;null;null;null;null
30/09/1992;null;null;null;null;null;null
01/10/1992;null;null;null;null;null;null
02/10/1992;null;null;null;null;null;null
03/10/1992;null;null;null;null;null;null
04/10/1992;null;null;null;null;null;null
05/10/1992;null;null;null;null;null;null
06/10/1992;null;null;null;null;null;null
07/10/1992;null;null;null;null;null;null
08/10/1992;null;null;null;null;null;null
09/10/1992;null;null;null;null;null;null
10/10/1992;null;null;null;null;null;null
11/10/1992;null;null;null;null;null;null
12/10/1992;null;null;null;null;null;null
13/10/1992;null;null;null;null;null;null
14/10/1992;null;null;null;null;null;null
15/10/1992;null;null;null;null;null;null
16/10/1992;null;null;null;null;null;null
17/10/1992;null;null;null;null;null;null
18/10/1992;null;null;null;null;null;null
19/10/1992;null;null;null;null;null;null
20/10/1992;null;null;null;null;null;null
21/10/1992;null;null;null;null;null;null
22/10/1992;null;null;null;null;null;null
23/10/1992;null;null;null;null;null;null
24/10/1992;null;null;null;null;null;null
25/10/1992;null;null;null;null;null;null
26/10/1992;null;null;null;null;null;null
27/10/1992;null;null;null;null;null;null
28/10/1992;null;null;null;null;null;null
29/10/1992;null;null;null;null;null;null
30/10/1992;null;null;null;null;null;null
31/10/1992;null;null;null;null;null;null
01/11/1992;null;null;null;null;null;null
02/11/1992;null;null;null;null;null;null
03/11/1992;null;null;null;null;null;null
04/11/1992;null;null;null;null;null;null
05/11/1992;null;null;null;null;null;null
06/11/1992;null;null;null;null;null;null
07/11/1992;null;null;null;null;null;null
08/11/1992;null;null;null;null;null;null
09/11/1992;null;null;null;null;null;null
10/11/1992;null;null;null;null;null;null
11/11/1992;null;null;null;null;null;null
12/11/1992;null;null;null;null;null;null
13/11/1992;null;null;null;null;null;null
14/11/1992;null;null;null;null;null;null
15/11/1992;null;null;null;null;null;null
16/11/1992;null;null;null;null;null;null
17/11/1992;null;null;null;null;null;null
18/11/1992;null;null;null;null;null;null
19/11/1992;null;null;null;null;null;null
20/11/1992;null;null;null;null;null;null
21/11/1992;null;null;null;null;null;null
22/11/1992;null;null;null;null;null;null
23/11/1992;null;null;null;null;null;null
24/11/1992;null;null;null;null;null;null
25/11/1992;null;null;null;null;null;null
26/11/1992;null;null;null;null;null;null
27/11/1992;null;null;null;null;null;null
28/11/1992;null;null;null;null;null;null
29/11/1992;null;null;null;null;null;null
30/11/1992;null;null;null;null;null;null
01/12/1992;null;null;null;null;null;null
02/12/1992;null;null;null;null;null;null
03/12/1992;null;null;null;null;null;null
04/12/1992;null;null;null;null;null;null
05/12/1992;null;null;null;null;null;null
06/12/1992;null;null;null;null;null;null
07/12/1992;null;null;null;null;null;null
08/12/1992;null;null;null;null;null;null
09/12/1992;null;null;null;null;null;null
10/12/1992;null;null;null;null;null;null
11/12/1992;null;null;null;null;null;null
12/12/1992;null;null;null;null;null;null
13/12/1992;null;null;null;null;null;null
14/12/1992;null;null;null;null;null;null
15/12/1992;null;null;null;null;null;null
16/12/1992;null;null;null;null;null;null
17/12/1992;null;null;null;null;null;null
18/12/1992;null;null;null;null;null;null
19/12/1992;null;null;null;null;null;null
20/12/1992;null;null;null;null;null;null
21/12/1992;null;null;null;null;null;null
22/12/1992;null;null;null;null;null;null
23/12/1992;null;null;null;null;null;null
24/12/1992;null;null;null;null;null;null
25/12/1992;null;null;null;null;null;null
26/12/1992;null;null;null;null;null;null
27/12/1992;null;null;null;null;null;null
28/12/1992;null;null;null;null;null;null
29/12/1992;null;null;null;null;null;null
